"Series","Type","Year","Group","Value","Stdev","Scale"
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","Transient.killer.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","Toothed.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","Gray.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","Baleen.whales",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","Pinnipeds",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","Pinnipeds",NA,NA,2.14e-06
